      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.025        9     +    0    0    0	(B
    0:00.139       50     R    0    0    0
    0:00.867      312     V    0    0    0
    0:02.319      835     R    0    0    0
    0:02.994     1078     V    0    0    0
    0:04.411     1588     R    0    0    0
    0:05.058     1821     V    0    0    0
    0:06.506     2342     R    0    0    0
    0:07.203     2593     V    0    0    0
    0:08.642     3111     R    0    0    0
    0:09.325     3357     V    0    0    0
    0:10.714     3857     R    0    0    0
    0:11.367     4092     V    0    0    0
    0:12.881     4637     R    0    0    0
    0:13.581     4889     V    0    0    0
    0:15.025     5409     R    0    0    0
    0:15.689     5648     V    0    0    0
    0:17.111     6160     R    0    0    0
    0:17.800     6408     V    0    0    0
    0:19.275     6939     R    0    0    0
    0:19.975     7191     V    0    0    0
    0:21.389     7700     R    0    0    0
    0:22.047     7937     V    0    0    0
    0:23.436     8437     R    0    0    0
    0:24.150     8694     V    0    0    0
    0:25.597     9215     R    0    0    0
    0:26.286     9463     V    0    0    0
    0:27.636     9949     R    0    0    0
    0:28.322    10196     V    0    0    0
    0:29.692    10689     R    0    0    0
    0:30.386    10939     V    0    0    0
    0:31.806    11450     R    0    0    0
    0:32.497    11699     V    0    0    0
    0:33.881    12197     R    0    0    0
    0:34.544    12436     V    0    0    0
    0:35.933    12936     R    0    0    0
    0:36.667    13200     V    0    0    0
    0:37.078    13348     V    0    0    0
    0:38.103    13717     L    0    0    0
    0:38.522    13868     +    0    0    0	(VT
    0:38.797    13967     V    0    0    0
    0:39.236    14125     V    0    0    0
    0:39.619    14263     V    0    0    0
    0:40.039    14414     +    0    0    0	(N
    0:40.339    14522     L    0    0    0
    0:40.736    14665     [    0    0    0
    0:40.803    14689     +    0    0    0	(VFL
    0:41.372    14894     !    0    0    0
    0:41.717    15018     !    0    0    0
    0:42.050    15138     !    0    0    0
    0:42.383    15258     !    0    0    0
    0:42.742    15387     !    0    0    0
    0:43.108    15519     !    0    0    0
    0:43.450    15642     !    0    0    0
    0:43.775    15759     !    0    0    0
    0:44.183    15906     !    0    0    0
    0:44.486    16015     !    0    0    0
    0:44.828    16138     !    0    0    0
    0:45.172    16262     !    0    0    0
    0:45.508    16383     !    0    0    0
    0:45.822    16496     !    0    0    0
    0:46.142    16611     !    0    0    0
    0:46.417    16710     !    0    0    0
    0:46.728    16822     !    0    0    0
    0:47.044    16936     !    0    0    0
    0:47.375    17055     !    0    0    0
    0:47.828    17218     !    0    0    0
    0:48.183    17346     !    0    0    0
    0:48.636    17509     !    0    0    0
    0:48.939    17618     !    0    0    0
    0:49.250    17730     !    0    0    0
    0:49.603    17857     !    0    0    0
    0:49.933    17976     !    0    0    0
    0:50.367    18132     !    0    0    0
    0:50.711    18256     !    0    0    0
    0:50.972    18350     ]    0    0    0
    0:51.100    18396     +    0    0    0	(N
    0:52.292    18825     R    0    0    0
    0:52.972    19070     V    0    0    0
    0:54.386    19579     R    0    0    0
    0:54.764    19715     [    0    0    0
    0:54.889    19760     +    0    0    0	(VFL
    0:55.100    19836     !    0    0    0
    0:55.456    19964     !    0    0    0
    0:55.769    20077     !    0    0    0
    0:56.064    20183     !    0    0    0
    0:56.381    20297     !    0    0    0
    0:56.672    20402     !    0    0    0
    0:57.003    20521     !    0    0    0
    0:57.333    20640     !    0    0    0
    0:57.633    20748     !    0    0    0
    0:57.919    20851     !    0    0    0
    0:58.228    20962     !    0    0    0
    0:58.589    21092     !    0    0    0
    0:58.842    21183     !    0    0    0
    0:59.208    21315     !    0    0    0
    0:59.533    21432     !    0    0    0
