      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.283      102     +    0    0    0	(P
    0:00.569      205     /    0    0    0
    0:01.389      500     /    0    0    0
    0:02.256      812     /    0    0    0
    0:03.142     1131     /    0    0    0
    0:03.997     1439     /    0    0    0
    0:04.822     1736     f    0    0    0
    0:05.650     2034     /    0    0    0
    0:06.458     2325     /    0    0    0
    0:07.303     2629     /    0    0    0
    0:08.131     2927     /    0    0    0
    0:08.989     3236     /    0    0    0
    0:09.847     3545     /    0    0    0
    0:10.714     3857     /    0    0    0
    0:11.539     4154     /    0    0    0
    0:12.322     4436     /    0    0    0
    0:13.114     4721     /    0    0    0
    0:13.953     5023     /    0    0    0
    0:14.828     5338     /    0    0    0
    0:15.736     5665     /    0    0    0
    0:16.581     5969     /    0    0    0
    0:17.392     6261     /    0    0    0
    0:18.194     6550     /    0    0    0
    0:19.036     6853     /    0    0    0
    0:19.867     7152     /    0    0    0
    0:20.731     7463     /    0    0    0
    0:21.597     7775     /    0    0    0
    0:22.444     8080     /    0    0    0
    0:23.283     8382     /    0    0    0
    0:24.094     8674     /    0    0    0
    0:24.881     8957     /    0    0    0
    0:25.711     9256     /    0    0    0
    0:26.544     9556     /    0    0    0
    0:27.453     9883     /    0    0    0
    0:28.311    10192     /    0    0    0
    0:29.142    10491     /    0    0    0
    0:29.939    10778     /    0    0    0
    0:30.747    11069     /    0    0    0
    0:31.558    11361     /    0    0    0
    0:32.425    11673     /    0    0    0
    0:33.328    11998     /    0    0    0
    0:34.172    12302     /    0    0    0
    0:35.008    12603     /    0    0    0
    0:35.828    12898     /    0    0    0
    0:36.617    13182     /    0    0    0
    0:37.456    13484     /    0    0    0
    0:38.044    13696     V    0    0    0
    0:38.936    14017     /    0    0    0
    0:39.800    14328     /    0    0    0
    0:40.656    14636     /    0    0    0
    0:41.489    14936     /    0    0    0
    0:42.283    15222     /    0    0    0
    0:43.069    15505     /    0    0    0
    0:43.897    15803     /    0    0    0
    0:44.789    16124     /    0    0    0
    0:45.672    16442     /    0    0    0
    0:46.492    16737     /    0    0    0
    0:47.328    17038     /    0    0    0
    0:48.128    17326     /    0    0    0
    0:48.925    17613     /    0    0    0
    0:49.786    17923     /    0    0    0
    0:50.633    18228     /    0    0    0
    0:51.489    18536     /    0    0    0
    0:52.353    18847     /    0    0    0
    0:53.189    19148     /    0    0    0
    0:54.000    19440     /    0    0    0
    0:54.786    19723     /    0    0    0
    0:55.603    20017     /    0    0    0
    0:56.453    20323     /    0    0    0
    0:57.342    20643     /    0    0    0
    0:58.206    20954     /    0    0    0
    0:59.039    21254     /    0    0    0
    0:59.847    21545     /    0    0    0
