      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.061       22     +    0    0    0	(N
    0:00.472      170     N    0    0    0
    0:01.619      583     N    0    0    0
    0:02.683      966     N    0    0    0
    0:03.683     1326     N    0    0    0
    0:04.733     1704     N    0    0    0
    0:05.817     2094     N    0    0    0
    0:06.975     2511     N    0    0    0
    0:07.978     2872     N    0    0    0
    0:09.031     3251     N    0    0    0
    0:10.128     3646     N    0    0    0
    0:11.156     4016     N    0    0    0
    0:12.086     4351     N    0    0    0
    0:13.053     4699     N    0    0    0
    0:14.125     5085     N    0    0    0
    0:15.147     5453     N    0    0    0
    0:16.039     5774     N    0    0    0
    0:17.092     6153     N    0    0    0
    0:18.292     6585     N    0    0    0
    0:19.383     6978     N    0    0    0
    0:20.358     7329     N    0    0    0
    0:21.472     7730     N    0    0    0
    0:22.547     8117     N    0    0    0
    0:23.475     8451     N    0    0    0
    0:24.011     8644     a    0    0    0
    0:25.131     9047     N    0    0    0
    0:26.256     9452     N    0    0    0
    0:27.303     9829     N    0    0    0
    0:28.325    10197     N    0    0    0
    0:29.381    10577     N    0    0    0
    0:30.525    10989     N    0    0    0
    0:31.622    11384     N    0    0    0
    0:32.617    11742     N    0    0    0
    0:33.664    12119     N    0    0    0
    0:34.708    12495     N    0    0    0
    0:35.758    12873     N    0    0    0
    0:36.775    13239     N    0    0    0
    0:37.803    13609     N    0    0    0
    0:38.836    13981     N    0    0    0
    0:39.903    14365     N    0    0    0
    0:40.831    14699     N    0    0    0
    0:41.808    15051     N    0    0    0
    0:42.947    15461     N    0    0    0
    0:43.986    15835     N    0    0    0
    0:44.900    16164     N    0    0    0
    0:45.894    16522     N    0    0    0
    0:46.947    16901     N    0    0    0
    0:48.028    17290     N    0    0    0
    0:49.019    17647     N    0    0    0
    0:50.039    18014     N    0    0    0
    0:51.094    18394     N    0    0    0
    0:52.147    18773     N    0    0    0
    0:53.092    19113     N    0    0    0
    0:54.200    19512     N    0    0    0
    0:55.339    19922     N    0    0    0
    0:56.425    20313     N    0    0    0
    0:57.406    20666     N    0    0    0
    0:58.406    21026     N    0    0    0
    0:59.411    21388     N    0    0    0
