      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.122       44     +    0    0    0	(N
    0:00.447      161     N    0    0    0
    0:01.439      518     N    0    0    0
    0:02.361      850     N    0    0    0
    0:03.364     1211     N    0    0    0
    0:04.525     1629     N    0    0    0
    0:05.492     1977     N    0    0    0
    0:06.464     2327     N    0    0    0
    0:07.497     2699     N    0    0    0
    0:08.514     3065     N    0    0    0
    0:09.461     3406     N    0    0    0
    0:10.381     3737     N    0    0    0
    0:11.428     4114     N    0    0    0
    0:12.467     4488     N    0    0    0
    0:13.397     4823     N    0    0    0
    0:14.386     5179     N    0    0    0
    0:15.331     5519     N    0    0    0
    0:16.236     5845     N    0    0    0
    0:17.114     6161     N    0    0    0
    0:18.047     6497     N    0    0    0
    0:19.047     6857     N    0    0    0
    0:19.944     7180     N    0    0    0
    0:20.822     7496     N    0    0    0
    0:21.767     7836     N    0    0    0
    0:22.736     8185     N    0    0    0
    0:23.661     8518     N    0    0    0
    0:24.528     8830     N    0    0    0
    0:25.456     9164     N    0    0    0
    0:26.383     9498     N    0    0    0
    0:27.336     9841     N    0    0    0
    0:28.217    10158     N    0    0    0
    0:29.144    10492     N    0    0    0
    0:30.078    10828     N    0    0    0
    0:30.994    11158     N    0    0    0
    0:31.869    11473     N    0    0    0
    0:32.750    11790     N    0    0    0
    0:33.647    12113     N    0    0    0
    0:34.525    12429     N    0    0    0
    0:35.375    12735     N    0    0    0
    0:36.353    13087     N    0    0    0
    0:37.286    13423     N    0    0    0
    0:38.150    13734     N    0    0    0
    0:39.133    14088     N    0    0    0
    0:40.194    14470     N    0    0    0
    0:41.136    14809     N    0    0    0
    0:42.194    15190     N    0    0    0
    0:43.333    15600     N    0    0    0
    0:44.344    15964     N    0    0    0
    0:45.328    16318     N    0    0    0
    0:46.375    16695     N    0    0    0
    0:47.419    17071     N    0    0    0
    0:48.406    17426     N    0    0    0
    0:49.408    17787     N    0    0    0
    0:50.453    18163     N    0    0    0
    0:51.439    18518     N    0    0    0
    0:52.400    18864     N    0    0    0
    0:53.378    19216     N    0    0    0
    0:54.356    19568     N    0    0    0
    0:55.228    19882     N    0    0    0
    0:56.119    20203     N    0    0    0
    0:57.053    20539     N    0    0    0
    0:57.986    20875     N    0    0    0
    0:58.819    21175     N    0    0    0
    0:59.689    21488     N    0    0    0
