      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.114       41     +    0    0    0	(N
    0:00.344      124     N    0    0    0
    0:00.869      313     N    0    0    0
    0:01.397      503     N    0    0    0
    0:01.956      704     N    0    0    0
    0:02.503      901     N    0    0    0
    0:03.050     1098     N    0    0    0
    0:03.594     1294     N    0    0    0
    0:04.114     1481     N    0    0    0
    0:04.636     1669     N    0    0    0
    0:05.150     1854     N    0    0    0
    0:05.672     2042     N    0    0    0
    0:06.169     2221     N    0    0    0
    0:06.686     2407     N    0    0    0
    0:07.206     2594     N    0    0    0
    0:07.739     2786     N    0    0    0
    0:08.306     2990     N    0    0    0
    0:08.886     3199     N    0    0    0
    0:09.442     3399     N    0    0    0
    0:10.014     3605     N    0    0    0
    0:10.525     3789     N    0    0    0
    0:11.031     3971     N    0    0    0
    0:11.536     4153     N    0    0    0
    0:12.053     4339     N    0    0    0
    0:12.556     4520     N    0    0    0
    0:13.086     4711     N    0    0    0
    0:13.639     4910     N    0    0    0
    0:14.197     5111     N    0    0    0
    0:14.747     5309     N    0    0    0
    0:15.286     5503     N    0    0    0
    0:15.806     5690     N    0    0    0
    0:16.322     5876     N    0    0    0
    0:16.858     6069     N    0    0    0
    0:17.383     6258     N    0    0    0
    0:17.856     6428     V    0    0    0
    0:18.419     6631     N    0    0    0
    0:18.936     6817     N    0    0    0
    0:19.478     7012     N    0    0    0
    0:20.044     7216     N    0    0    0
    0:20.589     7412     N    0    0    0
    0:21.156     7616     N    0    0    0
    0:21.711     7816     N    0    0    0
    0:22.272     8018     N    0    0    0
    0:22.792     8205     N    0    0    0
    0:23.306     8390     N    0    0    0
    0:23.806     8570     N    0    0    0
    0:24.314     8753     N    0    0    0
    0:24.850     8946     N    0    0    0
    0:25.286     9103     V    0    0    0
    0:25.594     9214     V    0    0    0
    0:26.525     9549     N    0    0    0
    0:27.069     9745     N    0    0    0
    0:27.619     9943     N    0    0    0
    0:28.153    10135     N    0    0    0
    0:28.672    10322     N    0    0    0
    0:29.139    10490     V    0    0    0
    0:29.497    10619     V    0    0    0
    0:30.208    10875     N    0    0    0
    0:30.728    11062     N    0    0    0
    0:31.261    11254     N    0    0    0
    0:31.800    11448     N    0    0    0
    0:32.342    11643     N    0    0    0
    0:32.894    11842     N    0    0    0
    0:33.472    12050     N    0    0    0
    0:34.022    12248     N    0    0    0
    0:34.544    12436     N    0    0    0
    0:35.050    12618     N    0    0    0
    0:35.547    12797     N    0    0    0
    0:36.044    12976     N    0    0    0
    0:36.556    13160     N    0    0    0
    0:37.056    13340     N    0    0    0
    0:37.592    13533     N    0    0    0
    0:38.144    13732     N    0    0    0
    0:38.714    13937     N    0    0    0
    0:39.272    14138     N    0    0    0
    0:39.811    14332     N    0    0    0
    0:40.325    14517     N    0    0    0
    0:40.833    14700     N    0    0    0
    0:41.347    14885     N    0    0    0
    0:41.717    15018     V    0    0    0
    0:42.394    15262     N    0    0    0
    0:42.933    15456     N    0    0    0
    0:43.469    15649     N    0    0    0
    0:44.019    15847     N    0    0    0
    0:44.564    16043     N    0    0    0
    0:45.122    16244     N    0    0    0
    0:45.658    16437     N    0    0    0
    0:46.208    16635     N    0    0    0
    0:46.692    16809     V    0    0    0
    0:47.236    17005     N    0    0    0
    0:47.725    17181     N    0    0    0
    0:48.225    17361     N    0    0    0
    0:48.728    17542     N    0    0    0
    0:49.250    17730     N    0    0    0
    0:49.797    17927     N    0    0    0
    0:50.361    18130     N    0    0    0
    0:50.908    18327     N    0    0    0
    0:51.297    18467     V    0    0    0
    0:51.989    18716     N    0    0    0
    0:52.500    18900     N    0    0    0
    0:53.011    19084     N    0    0    0
    0:53.508    19263     N    0    0    0
    0:54.006    19442     N    0    0    0
    0:54.317    19554     V    0    0    0
    0:55.044    19816     N    0    0    0
    0:55.583    20010     N    0    0    0
    0:56.139    20210     N    0    0    0
    0:56.672    20402     N    0    0    0
    0:57.208    20595     N    0    0    0
    0:57.764    20795     N    0    0    0
    0:58.322    20996     N    0    0    0
    0:58.833    21180     N    0    0    0
    0:59.333    21360     N    0    0    0
    0:59.825    21537     N    0    0    0
