      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.036       13     +    0    0    0	(AFIB
    0:00.158       57     N    0    0    0
    0:00.694      250     N    0    0    0
    0:01.308      471     N    0    0    0
    0:01.736      625     V    1    0    0
    0:02.406      866     N    0    0    0
    0:03.003     1081     N    0    0    0
    0:03.606     1298     N    0    0    0
    0:04.406     1586     N    0    0    0
    0:05.050     1818     N    0    0    0
    0:05.633     2028     N    0    0    0
    0:06.247     2249     N    0    0    0
    0:06.967     2508     N    0    0    0
    0:07.636     2749     N    0    0    0
    0:08.297     2987     N    0    0    0
    0:09.017     3246     N    0    0    0
    0:09.622     3464     N    0    0    0
    0:10.206     3674     N    0    0    0
    0:10.669     3841     V    1    0    0
    0:11.531     4151     N    0    0    0
    0:12.169     4381     N    0    0    0
    0:12.764     4595     N    0    0    0
    0:13.403     4825     N    0    0    0
    0:14.233     5124     N    0    0    0
    0:14.897     5363     N    0    0    0
    0:15.642     5631     N    0    0    0
    0:16.189     5828     N    0    0    0
    0:16.922     6092     N    0    0    0
    0:17.678     6364     N    0    0    0
    0:18.142     6531     V    1    0    0
    0:18.722     6740     N    0    0    0
    0:19.297     6947     N    0    0    0
    0:19.964     7187     N    0    0    0
    0:20.594     7414     N    0    0    0
    0:21.158     7617     N    0    0    0
    0:21.783     7842     N    0    0    0
    0:22.542     8115     F    0    0    0
    0:23.331     8399     N    0    0    0
    0:24.081     8669     N    0    0    0
    0:24.656     8876     N    0    0    0
    0:25.286     9103     N    0    0    0
    0:26.153     9415     N    0    0    0
    0:26.883     9678     N    0    0    0
    0:27.497     9899     N    0    0    0
    0:28.464    10247     N    0    0    0
    0:29.161    10498     N    0    0    0
    0:29.861    10750     N    0    0    0
    0:30.422    10952     N    0    0    0
    0:30.756    11072     V    2    0    0
    0:31.742    11427     N    0    0    0
    0:32.417    11670     N    0    0    0
    0:33.119    11923     N    0    0    0
    0:33.797    12167     N    0    0    0
    0:34.378    12376     N    0    0    0
    0:34.739    12506     V    3    0    0
    0:35.525    12789     N    0    0    0
    0:36.156    13016     N    0    0    0
    0:36.669    13201     N    0    0    0
    0:37.367    13452     N    0    0    0
    0:38.119    13723     N    0    0    0
    0:38.825    13977     N    0    0    0
    0:39.436    14197     N    0    0    0
    0:40.136    14449     N    0    0    0
    0:40.742    14667     N    0    0    0
    0:41.539    14954     N    0    0    0
    0:42.178    15184     N    0    0    0
    0:42.814    15413     N    0    0    0
    0:43.450    15642     N    0    0    0
    0:44.094    15874     N    0    0    0
    0:44.792    16125     N    0    0    0
    0:45.422    16352     N    0    0    0
    0:46.128    16606     N    0    0    0
    0:46.792    16845     N    0    0    0
    0:47.217    16998     V    4    0    0
    0:47.942    17259     N    0    0    0
    0:48.669    17521     N    0    0    0
    0:49.408    17787     N    0    0    0
    0:50.150    18054     N    0    0    0
    0:50.714    18257     N    0    0    0
    0:51.425    18513     N    0    0    0
    0:52.075    18747     N    0    0    0
    0:52.714    18977     N    0    0    0
    0:53.061    19102     V    2    0    0
    0:53.764    19355     N    0    0    0
    0:54.319    19555     N    0    0    0
    0:54.908    19767     N    0    0    0
    0:55.650    20034     N    0    0    0
    0:56.317    20274     N    0    0    0
    0:56.972    20510     N    0    0    0
    0:57.478    20692     N    0    0    0
    0:58.464    21047     N    0    0    0
    0:59.017    21246     N    0    0    0
    0:59.567    21444     N    0    0    0
