      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.186       67     +    0    0    0	(N
    0:00.547      197     N    0    0    0
    0:01.275      459     N    0    0    0
    0:01.967      708     N    0    0    0
    0:02.681      965     N    0    0    0
    0:03.394     1222     N    0    0    0
    0:04.108     1479     N    0    0    0
    0:04.836     1741     N    0    0    0
    0:05.597     2015     N    0    0    0
    0:06.353     2287     N    0    0    0
    0:07.083     2550     N    0    0    0
    0:07.786     2803     N    0    0    0
    0:08.478     3052     N    0    0    0
    0:09.175     3303     N    0    0    0
    0:09.897     3563     N    0    0    0
    0:10.653     3835     N    0    0    0
    0:11.394     4102     N    0    0    0
    0:12.142     4371     N    0    0    0
    0:12.875     4635     N    0    0    0
    0:13.614     4901     N    0    0    0
    0:14.317     5154     N    0    0    0
    0:15.019     5407     N    0    0    0
    0:15.447     5561     V    1    0    0
    0:16.453     5923     N    0    0    0
    0:17.208     6195     N    0    0    0
    0:17.967     6468     N    0    0    0
    0:18.711     6736     N    0    0    0
    0:19.433     6996     N    0    0    0
    0:20.128     7246     N    0    0    0
    0:20.850     7506     N    0    0    0
    0:21.575     7767     N    0    0    0
    0:22.006     7922     V    1    0    0
    0:23.028     8290     N    0    0    0
    0:23.789     8564     N    0    0    0
    0:24.525     8829     N    0    0    0
    0:25.258     9093     N    0    0    0
    0:25.972     9350     N    0    0    0
    0:26.667     9600     N    0    0    0
    0:27.347     9845     N    0    0    0
    0:28.069    10105     N    0    0    0
    0:28.833    10380     N    0    0    0
    0:29.569    10645     N    0    0    0
    0:30.300    10908     N    0    0    0
    0:31.022    11168     N    0    0    0
    0:31.733    11424     N    0    0    0
    0:32.433    11676     N    0    0    0
    0:33.142    11931     N    0    0    0
    0:33.853    12187     N    0    0    0
    0:34.581    12449     N    0    0    0
    0:35.069    12625     V    1    0    0
    0:36.075    12987     N    0    0    0
    0:36.811    13252     N    0    0    0
    0:37.519    13507     N    0    0    0
    0:38.208    13755     N    0    0    0
    0:38.906    14006     N    0    0    0
    0:39.592    14253     N    0    0    0
    0:40.325    14517     N    0    0    0
    0:41.072    14786     N    0    0    0
    0:41.814    15053     N    0    0    0
    0:42.531    15311     N    0    0    0
    0:43.264    15575     N    0    0    0
    0:43.983    15834     N    0    0    0
    0:44.678    16084     N    0    0    0
    0:45.375    16335     N    0    0    0
    0:46.083    16590     N    0    0    0
    0:46.817    16854     N    0    0    0
    0:47.578    17128     N    0    0    0
    0:48.328    17398     N    0    0    0
    0:49.056    17660     N    0    0    0
    0:49.767    17916     N    0    0    0
    0:50.467    18168     N    0    0    0
    0:51.183    18426     N    0    0    0
    0:51.894    18682     N    0    0    0
    0:52.628    18946     N    0    0    0
    0:53.369    19213     N    0    0    0
    0:54.119    19483     N    0    0    0
    0:54.853    19747     N    0    0    0
    0:55.578    20008     N    0    0    0
    0:56.283    20262     N    0    0    0
    0:56.986    20515     N    0    0    0
    0:57.678    20764     N    0    0    0
    0:58.419    21031     N    0    0    0
    0:58.894    21202     V    1    0    0
    0:59.933    21576     N    0    0    0
