      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.131       47     +    0    0    0	(P
    0:00.264       95     /    0    0    0
    0:00.756      272     /    0    0    0
    0:01.581      569     /    0    0    0
    0:02.456      884     /    0    0    0
    0:03.350     1206     /    0    0    0
    0:04.219     1519     /    0    0    0
    0:05.056     1820     /    0    0    0
    0:05.883     2118     /    0    0    0
    0:06.706     2414     /    0    0    0
    0:07.558     2721     /    0    0    0
    0:08.425     3033     /    0    0    0
    0:09.297     3347     /    0    0    0
    0:10.169     3661     /    0    0    0
    0:11.031     3971     /    0    0    0
    0:11.853     4267     /    0    0    0
    0:12.667     4560     /    0    0    0
    0:13.500     4860     /    0    0    0
    0:14.361     5170     /    0    0    0
    0:15.250     5490     /    0    0    0
    0:16.122     5804     /    0    0    0
    0:16.969     6109     /    0    0    0
    0:17.797     6407     /    0    0    0
    0:18.644     6712     /    0    0    0
    0:19.481     7013     /    0    0    0
    0:20.328     7318     /    0    0    0
    0:21.203     7633     /    0    0    0
    0:22.072     7946     /    0    0    0
    0:22.928     8254     /    0    0    0
    0:23.753     8551     /    0    0    0
    0:24.569     8845     /    0    0    0
    0:25.394     9142     /    0    0    0
    0:26.283     9462     /    0    0    0
    0:27.169     9781     /    0    0    0
    0:28.028    10090     /    0    0    0
    0:28.883    10398     /    0    0    0
    0:29.706    10694     /    0    0    0
    0:30.539    10994     /    0    0    0
    0:31.375    11295     /    0    0    0
    0:32.233    11604     /    0    0    0
    0:33.106    11918     /    0    0    0
    0:34.000    12240     /    0    0    0
    0:34.850    12546     /    0    0    0
    0:35.664    12839     /    0    0    0
    0:36.486    13135     /    0    0    0
    0:37.308    13431     /    0    0    0
    0:38.186    13747     /    0    0    0
    0:39.078    14068     /    0    0    0
    0:39.953    14383     /    0    0    0
    0:40.800    14688     /    0    0    0
    0:41.642    14991     /    0    0    0
    0:42.467    15288     /    0    0    0
    0:43.286    15583     /    0    0    0
    0:44.136    15889     /    0    0    0
    0:45.014    16205     /    0    0    0
    0:45.894    16522     /    0    0    0
    0:46.761    16834     /    0    0    0
    0:47.578    17128     /    0    0    0
    0:48.392    17421     /    0    0    0
    0:49.242    17727     /    0    0    0
    0:50.108    18039     /    0    0    0
    0:50.983    18354     /    0    0    0
    0:51.856    18668     /    0    0    0
    0:52.708    18975     /    0    0    0
    0:53.544    19276     /    0    0    0
    0:54.378    19576     /    0    0    0
    0:55.200    19872     /    0    0    0
    0:56.036    20173     /    0    0    0
    0:56.928    20494     /    0    0    0
    0:57.814    20813     /    0    0    0
    0:58.667    21120     /    0    0    0
    0:59.492    21417     /    0    0    0
