      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.267       96     +    0    0    0	(N
    0:00.567      204     N    0    0    0
    0:01.333      480     N    0    0    0
    0:02.108      759     N    0    0    0
    0:02.872     1034     N    0    0    0
    0:03.628     1306     N    0    0    0
    0:04.372     1574     N    0    0    0
    0:05.153     1855     N    0    0    0
    0:05.903     2125     N    0    0    0
    0:06.619     2383     N    0    0    0
    0:07.350     2646     N    0    0    0
    0:08.078     2908     N    0    0    0
    0:08.819     3175     N    0    0    0
    0:09.567     3444     N    0    0    0
    0:10.306     3710     N    0    0    0
    0:11.019     3967     N    0    0    0
    0:11.772     4238     N    0    0    0
    0:12.539     4514     N    0    0    0
    0:13.275     4779     N    0    0    0
    0:13.989     5036     N    0    0    0
    0:14.722     5300     N    0    0    0
    0:15.467     5568     N    0    0    0
    0:16.228     5842     N    0    0    0
    0:16.964     6107     N    0    0    0
    0:17.697     6371     N    0    0    0
    0:18.456     6644     N    0    0    0
    0:19.219     6919     N    0    0    0
    0:19.956     7184     N    0    0    0
    0:20.675     7443     N    0    0    0
    0:21.408     7707     N    0    0    0
    0:22.156     7976     N    0    0    0
    0:22.914     8249     N    0    0    0
    0:23.583     8490     V    0    0    0
    0:24.378     8776     N    0    0    0
    0:25.128     9046     N    0    0    0
    0:25.892     9321     N    0    0    0
    0:26.628     9586     N    0    0    0
    0:27.364     9851     N    0    0    0
    0:28.106    10118     N    0    0    0
    0:28.856    10388     N    0    0    0
    0:29.631    10667     N    0    0    0
    0:30.392    10941     N    0    0    0
    0:31.136    11209     N    0    0    0
    0:31.881    11477     N    0    0    0
    0:32.667    11760     N    0    0    0
    0:33.431    12035     N    0    0    0
    0:34.189    12308     N    0    0    0
    0:34.953    12583     N    0    0    0
    0:35.700    12852     N    0    0    0
    0:36.472    13130     N    0    0    0
    0:37.228    13402     N    0    0    0
    0:37.967    13668     N    0    0    0
    0:38.703    13933     N    0    0    0
    0:39.483    14214     N    0    0    0
    0:40.225    14481     N    0    0    0
    0:40.950    14742     N    0    0    0
    0:41.692    15009     N    0    0    0
    0:42.433    15276     N    0    0    0
    0:43.189    15548     N    0    0    0
    0:43.953    15823     N    0    0    0
    0:44.714    16097     N    0    0    0
    0:45.475    16371     N    0    0    0
    0:46.289    16664     N    0    0    0
    0:47.061    16942     N    0    0    0
    0:47.808    17211     N    0    0    0
    0:48.581    17489     N    0    0    0
    0:49.347    17765     N    0    0    0
    0:50.125    18045     N    0    0    0
    0:50.878    18316     N    0    0    0
    0:51.619    18583     N    0    0    0
    0:52.361    18850     N    0    0    0
    0:53.122    19124     N    0    0    0
    0:53.858    19389     N    0    0    0
    0:54.561    19642     N    0    0    0
    0:55.292    19905     N    0    0    0
    0:56.025    20169     N    0    0    0
    0:56.772    20438     N    0    0    0
    0:57.519    20707     N    0    0    0
    0:58.256    20972     N    0    0    0
    0:58.981    21233     N    0    0    0
    0:59.744    21508     N    0    0    0
