      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.089       32     +    0    0    0	(N
    0:00.858      309     N    0    0    0
    0:01.397      503     V    0    0    0
    0:02.714      977     N    0    0    0
    0:03.653     1315     N    0    0    0
    0:04.586     1651     N    0    0    0
    0:05.475     1971     N    0    0    0
    0:06.372     2294     N    0    0    0
    0:06.911     2488     V    0    0    0
    0:08.211     2956     N    0    0    0
    0:09.156     3296     N    0    0    0
    0:10.036     3613     N    0    0    0
    0:10.897     3923     N    0    0    0
    0:11.825     4257     N    0    0    0
    0:12.356     4448     V    0    0    0
    0:13.628     4906     N    0    0    0
    0:14.553     5239     N    0    0    0
    0:15.422     5552     N    0    0    0
    0:16.339     5882     N    0    0    0
    0:17.250     6210     N    0    0    0
    0:18.114     6521     N    0    0    0
    0:19.067     6864     N    0    0    0
    0:20.000     7200     N    0    0    0
    0:20.867     7512     N    0    0    0
    0:21.139     7610     +    0    0    0	(B
    0:21.414     7709     V    0    0    0
    0:22.717     8178     N    0    0    0
    0:23.269     8377     V    0    0    0
    0:24.611     8860     N    0    0    0
    0:25.144     9052     V    0    0    0
    0:26.475     9531     N    0    0    0
    0:27.044     9736     V    0    0    0
    0:28.317    10194     N    0    0    0
    0:28.947    10421     V    0    0    0
    0:30.186    10867     N    0    0    0
    0:30.736    11065     V    0    0    0
    0:31.403    11305     +    0    0    0	(N
    0:32.069    11545     N    0    0    0
    0:32.953    11863     N    0    0    0
    0:33.850    12186     N    0    0    0
    0:34.728    12502     N    0    0    0
    0:35.567    12804     N    0    0    0
    0:35.836    12901     +    0    0    0	(B
    0:36.108    12999     V    0    0    0
    0:37.394    13462     N    0    0    0
    0:37.936    13657     V    0    0    0
    0:39.222    14120     N    0    0    0
    0:39.792    14325     V    0    0    0
    0:41.078    14788     N    0    0    0
    0:41.614    14981     V    0    0    0
    0:42.267    15216     +    0    0    0	(N
    0:42.919    15451     N    0    0    0
    0:43.800    15768     N    0    0    0
    0:44.667    16080     N    0    0    0
    0:45.569    16405     N    0    0    0
    0:46.444    16720     N    0    0    0
    0:46.967    16908     V    0    0    0
    0:48.308    17391     N    0    0    0
    0:49.228    17722     N    0    0    0
    0:49.758    17913     V    0    0    0
    0:51.078    18388     N    0    0    0
    0:52.017    18726     N    0    0    0
    0:52.558    18921     V    0    0    0
    0:53.897    19403     N    0    0    0
    0:54.489    19616     V    0    0    0
    0:55.844    20104     N    0    0    0
    0:56.769    20437     N    0    0    0
    0:57.033    20532     +    0    0    0	(B
    0:57.300    20628     V    0    0    0
    0:58.617    21102     N    0    0    0
    0:59.156    21296     V    0    0    0
