      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.158       57     +    0    0    0	(N
    0:00.500      180     R    0    0    0
    0:01.464      527     R    0    0    0
    0:02.353      847     R    0    0    0
    0:03.239     1166     R    0    0    0
    0:04.200     1512     R    0    0    0
    0:05.092     1833     R    0    0    0
    0:05.786     2083     "    0    0    0	MISSB
    0:06.833     2460     R    0    0    0
    0:07.747     2789     R    0    0    0
    0:08.578     3088     R    0    0    0
    0:09.500     3420     R    0    0    0
    0:10.428     3754     R    0    0    0
    0:11.272     4058     R    0    0    0
    0:12.183     4386     R    0    0    0
    0:13.111     4720     R    0    0    0
    0:13.986     5035     R    0    0    0
    0:14.939     5378     R    0    0    0
    0:15.944     5740     R    0    0    0
    0:16.833     6060     R    0    0    0
    0:17.819     6415     R    0    0    0
    0:18.886     6799     R    0    0    0
    0:19.783     7122     R    0    0    0
    0:20.778     7480     R    0    0    0
    0:21.742     7827     R    0    0    0
    0:22.606     8138     R    0    0    0
    0:23.550     8478     R    0    0    0
    0:24.494     8818     R    0    0    0
    0:25.381     9137     R    0    0    0
    0:26.381     9497     R    0    0    0
    0:27.369     9853     R    0    0    0
    0:28.283    10182     R    0    0    0
    0:29.272    10538     R    0    0    0
    0:30.258    10893     R    0    0    0
    0:31.178    11224     R    0    0    0
    0:32.172    11582     R    0    0    0
    0:33.103    11917     R    0    0    0
    0:33.989    12236     R    0    0    0
    0:34.969    12589     R    0    0    0
    0:35.947    12941     R    0    0    0
    0:36.836    13261     R    0    0    0
    0:37.828    13618     R    0    0    0
    0:38.747    13949     R    0    0    0
    0:39.675    14283     R    0    0    0
    0:40.628    14626     R    0    0    0
    0:41.578    14968     R    0    0    0
    0:42.467    15288     R    0    0    0
    0:43.439    15638     R    0    0    0
    0:44.381    15977     R    0    0    0
    0:45.292    16305     R    0    0    0
    0:46.253    16651     R    0    0    0
    0:47.272    17018     R    0    0    0
    0:48.203    17353     R    0    0    0
    0:49.186    17707     R    0    0    0
    0:50.136    18049     R    0    0    0
    0:51.031    18371     R    0    0    0
    0:51.986    18715     R    0    0    0
    0:52.931    19055     R    0    0    0
    0:53.794    19366     R    0    0    0
    0:54.781    19721     R    0    0    0
    0:55.706    20054     R    0    0    0
    0:56.594    20374     R    0    0    0
    0:57.583    20730     R    0    0    0
    0:58.522    21068     R    0    0    0
    0:59.397    21383     R    0    0    0
