      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.086       31     +    0    0    0	(N
    0:00.547      197     L    0    0    0
    0:01.358      489     L    0    0    0
    0:02.233      804     L    0    0    0
    0:03.131     1127     L    0    0    0
    0:03.972     1430     L    0    0    0
    0:04.831     1739     L    0    0    0
    0:05.667     2040     L    0    0    0
    0:06.511     2344     L    0    0    0
    0:07.336     2641     L    0    0    0
    0:08.225     2961     L    0    0    0
    0:09.106     3278     L    0    0    0
    0:09.942     3579     L    0    0    0
    0:10.797     3887     L    0    0    0
    0:11.653     4195     L    0    0    0
    0:12.483     4494     L    0    0    0
    0:13.294     4786     L    0    0    0
    0:14.169     5101     L    0    0    0
    0:15.053     5419     L    0    0    0
    0:15.903     5725     L    0    0    0
    0:16.789     6044     L    0    0    0
    0:17.619     6343     L    0    0    0
    0:18.439     6638     L    0    0    0
    0:19.261     6934     L    0    0    0
    0:20.169     7261     L    0    0    0
    0:21.050     7578     L    0    0    0
    0:21.900     7884     L    0    0    0
    0:22.764     8195     L    0    0    0
    0:23.608     8499     L    0    0    0
    0:24.450     8802     L    0    0    0
    0:25.289     9104     L    0    0    0
    0:26.175     9423     L    0    0    0
    0:27.036     9733     L    0    0    0
    0:27.894    10042     L    0    0    0
    0:28.783    10362     L    0    0    0
    0:29.636    10669     L    0    0    0
    0:30.472    10970     L    0    0    0
    0:31.319    11275     L    0    0    0
    0:32.231    11603     L    0    0    0
    0:33.153    11935     L    0    0    0
    0:34.036    12253     L    0    0    0
    0:34.925    12573     L    0    0    0
    0:35.800    12888     L    0    0    0
    0:36.656    13196     L    0    0    0
    0:37.533    13512     L    0    0    0
    0:38.458    13845     L    0    0    0
    0:39.353    14167     L    0    0    0
    0:40.222    14480     L    0    0    0
    0:41.108    14799     L    0    0    0
    0:41.950    15102     L    0    0    0
    0:42.783    15402     L    0    0    0
    0:43.658    15717     L    0    0    0
    0:44.536    16033     L    0    0    0
    0:45.444    16360     L    0    0    0
    0:46.286    16663     L    0    0    0
    0:47.147    16973     L    0    0    0
    0:47.981    17273     L    0    0    0
    0:48.792    17565     L    0    0    0
    0:49.683    17886     L    0    0    0
    0:50.581    18209     L    0    0    0
    0:51.433    18516     L    0    0    0
    0:52.281    18821     L    0    0    0
    0:53.175    19143     L    0    0    0
    0:54.028    19450     L    0    0    0
    0:54.858    19749     L    0    0    0
    0:55.750    20070     L    0    0    0
    0:56.653    20395     L    0    0    0
    0:57.556    20720     L    0    0    0
    0:58.425    21033     L    0    0    0
    0:59.297    21347     L    0    0    0
