      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.278      100     +    0    0    0	(N
    0:00.675      243     R    0    0    0
    0:01.925      693     R    0    0    0
    0:03.108     1119     R    0    0    0
    0:04.311     1552     R    0    0    0
    0:05.525     1989     R    0    0    0
    0:06.789     2444     R    0    0    0
    0:08.014     2885     R    0    0    0
    0:09.186     3307     R    0    0    0
    0:10.400     3744     R    0    0    0
    0:11.544     4156     R    0    0    0
    0:12.761     4594     R    0    0    0
    0:13.933     5016     R    0    0    0
    0:15.158     5457     R    0    0    0
    0:16.328     5878     R    0    0    0
    0:17.575     6327     R    0    0    0
    0:18.767     6756     R    0    0    0
    0:20.000     7200     R    0    0    0
    0:21.203     7633     R    0    0    0
    0:22.422     8072     R    0    0    0
    0:23.611     8500     R    0    0    0
    0:24.822     8936     R    0    0    0
    0:25.989     9356     R    0    0    0
    0:27.206     9794     R    0    0    0
    0:28.389    10220     R    0    0    0
    0:29.614    10661     R    0    0    0
    0:30.797    11087     R    0    0    0
    0:31.992    11517     R    0    0    0
    0:33.200    11952     R    0    0    0
    0:34.406    12386     R    0    0    0
    0:35.589    12812     R    0    0    0
    0:36.767    13236     R    0    0    0
    0:37.975    13671     R    0    0    0
    0:39.167    14100     R    0    0    0
    0:40.356    14528     R    0    0    0
    0:41.614    14981     R    0    0    0
    0:42.831    15419     R    0    0    0
    0:44.069    15865     R    0    0    0
    0:45.322    16316     R    0    0    0
    0:46.578    16768     R    0    0    0
    0:47.778    17200     R    0    0    0
    0:49.028    17650     R    0    0    0
    0:50.247    18089     R    0    0    0
    0:51.494    18538     R    0    0    0
    0:52.731    18983     R    0    0    0
    0:53.933    19416     R    0    0    0
    0:55.192    19869     R    0    0    0
    0:56.439    20318     R    0    0    0
    0:57.700    20772     R    0    0    0
    0:58.950    21222     R    0    0    0
