      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.000        0     +    0    0    0	(N
    0:00.078       28     N    0    0    0
    0:00.869      313     N    0    0    0
    0:01.700      612     N    0    0    0
    0:02.544      916     N    0    0    0
    0:03.369     1213     N    0    0    0
    0:04.217     1518     N    0    0    0
    0:05.044     1816     N    0    0    0
    0:05.892     2121     N    0    0    0
    0:06.733     2424     N    0    0    0
    0:07.564     2723     N    0    0    0
    0:08.406     3026     N    0    0    0
    0:09.250     3330     N    0    0    0
    0:10.064     3623     N    0    0    0
    0:10.903     3925     N    0    0    0
    0:11.736     4225     N    0    0    0
    0:12.586     4531     N    0    0    0
    0:13.422     4832     N    0    0    0
    0:14.244     5128     N    0    0    0
    0:15.094     5434     N    0    0    0
    0:15.947     5741     N    0    0    0
    0:16.761     6034     N    0    0    0
    0:17.611     6340     N    0    0    0
    0:18.439     6638     N    0    0    0
    0:19.283     6942     N    0    0    0
    0:20.122     7244     N    0    0    0
    0:20.933     7536     N    0    0    0
    0:21.781     7841     N    0    0    0
    0:22.619     8143     N    0    0    0
    0:23.444     8440     N    0    0    0
    0:24.275     8739     N    0    0    0
    0:25.106     9038     N    0    0    0
    0:25.953     9343     N    0    0    0
    0:26.772     9638     N    0    0    0
    0:27.594     9934     N    0    0    0
    0:28.439    10238     N    0    0    0
    0:29.269    10537     N    0    0    0
    0:30.094    10834     N    0    0    0
    0:30.942    11139     N    0    0    0
    0:31.769    11437     N    0    0    0
    0:32.619    11743     N    0    0    0
    0:33.444    12040     N    0    0    0
    0:34.264    12335     N    0    0    0
    0:35.125    12645     N    0    0    0
    0:35.967    12948     N    0    0    0
    0:36.789    13244     N    0    0    0
    0:37.639    13550     N    0    0    0
    0:38.464    13847     N    0    0    0
    0:39.319    14155     N    0    0    0
    0:40.147    14453     N    0    0    0
    0:40.983    14754     N    0    0    0
    0:41.850    15066     N    0    0    0
    0:42.683    15366     N    0    0    0
    0:43.497    15659     N    0    0    0
    0:44.339    15962     N    0    0    0
    0:45.164    16259     N    0    0    0
    0:45.978    16552     N    0    0    0
    0:46.794    16846     N    0    0    0
    0:47.611    17140     N    0    0    0
    0:48.453    17443     N    0    0    0
    0:49.283    17742     N    0    0    0
    0:49.822    17936     A    0    0    0
    0:50.800    18288     N    0    0    0
    0:51.661    18598     N    0    0    0
    0:52.522    18908     N    0    0    0
    0:53.378    19216     N    0    0    0
    0:54.228    19522     N    0    0    0
    0:55.108    19839     N    0    0    0
    0:55.964    20147     N    0    0    0
    0:56.783    20442     N    0    0    0
    0:57.611    20740     N    0    0    0
    0:58.464    21047     N    0    0    0
    0:59.303    21349     N    0    0    0
