      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.008        3     +    0    0    0	(N
    0:00.117       42     V    0    0    0
    0:00.889      320     N    0    0    0
    0:01.419      511     V    0    0    0
    0:02.081      749     N    0    0    0
    0:02.678      964     N    0    0    0
    0:03.075     1107     V    0    0    0
    0:03.842     1383     N    0    0    0
    0:04.372     1574     V    0    0    0
    0:05.053     1819     N    0    0    0
    0:05.653     2035     N    0    0    0
    0:06.036     2173     V    0    0    0
    0:06.803     2449     N    0    0    0
    0:07.419     2671     N    0    0    0
    0:08.011     2884     N    0    0    0
    0:08.369     3013     V    0    0    0
    0:09.186     3307     N    0    0    0
    0:09.781     3521     N    0    0    0
    0:10.358     3729     N    0    0    0
    0:10.953     3943     N    0    0    0
    0:11.556     4160     N    0    0    0
    0:12.153     4375     N    0    0    0
    0:12.558     4521     V    0    0    0
    0:13.322     4796     N    0    0    0
    0:13.761     4954     V    2    0    0
    0:14.494     5218     N    0    0    0
    0:15.108     5439     N    0    0    0
    0:15.506     5582     A    0    0    0
    0:16.014     5765     V    0    0    0
    0:16.789     6044     N    0    0    0
    0:17.369     6253     N    0    0    0
    0:17.956     6464     N    0    0    0
    0:18.556     6680     N    0    0    0
    0:19.142     6891     N    0    0    0
    0:19.722     7100     N    0    0    0
    0:20.306     7310     N    0    0    0
    0:20.764     7475     A    0    0    0
    0:21.417     7710     N    0    0    0
    0:22.014     7925     N    0    0    0
    0:22.419     8071     V    0    0    0
    0:23.183     8346     N    0    0    0
    0:23.769     8557     N    0    0    0
    0:24.350     8766     N    0    0    0
    0:24.769     8917     V    0    0    0
    0:25.528     9190     N    0    0    0
    0:26.111     9400     N    0    0    0
    0:26.678     9604     N    0    0    0
    0:27.258     9813     N    0    0    0
    0:27.564     9923     +    0    0    0	(VT
    0:27.731     9983     V    0    0    0
    0:28.397    10223     V    0    0    0
    0:28.761    10354     V    0    0    0
    0:29.381    10577     +    0    0    0	(N
    0:29.578    10648     N    0    0    0
    0:30.081    10829     V    0    0    0
    0:30.714    11057     N    0    0    0
    0:31.300    11268     N    0    0    0
    0:31.708    11415     V    0    0    0
    0:32.478    11692     N    0    0    0
    0:33.006    11882     V    0    0    0
    0:33.631    12107     N    0    0    0
    0:34.206    12314     N    0    0    0
    0:34.617    12462     V    0    0    0
    0:35.375    12735     N    0    0    0
    0:35.919    12931     V    0    0    0
    0:36.542    13155     N    0    0    0
    0:37.119    13363     N    0    0    0
    0:37.678    13564     N    0    0    0
    0:38.172    13742     V    2    0    0
    0:38.833    13980     N    0    0    0
    0:39.406    14186     N    0    0    0
    0:39.811    14332     V    0    0    0
    0:40.531    14591     N    0    0    0
    0:41.083    14790     V    0    0    0
    0:41.664    14999     N    0    0    0
    0:42.236    15205     N    0    0    0
    0:42.811    15412     N    0    0    0
    0:43.328    15598     V    0    0    0
    0:43.658    15717     V    0    0    0
    0:44.506    16022     N    0    0    0
    0:44.914    16169     V    0    0    0
    0:45.672    16442     N    0    0    0
    0:46.242    16647     N    0    0    0
    0:46.808    16851     N    0    0    0
    0:47.367    17052     N    0    0    0
    0:47.931    17255     N    0    0    0
    0:48.325    17397     V    0    0    0
    0:49.069    17665     N    0    0    0
    0:49.650    17874     N    0    0    0
    0:50.211    18076     N    0    0    0
    0:50.614    18221     V    0    0    0
    0:51.331    18479     N    0    0    0
    0:51.906    18686     N    0    0    0
    0:52.489    18896     N    0    0    0
    0:53.053    19099     N    0    0    0
    0:53.619    19303     N    0    0    0
    0:54.008    19443     V    1    0    0
    0:54.739    19706     N    0    0    0
    0:55.306    19910     N    0    0    0
    0:55.886    20119     N    0    0    0
    0:56.361    20290     V    0    0    0
    0:57.014    20525     N    0    0    0
    0:57.589    20732     N    0    0    0
    0:57.981    20873     V    0    0    0
    0:58.722    21140     N    0    0    0
    0:59.308    21351     N    0    0    0
    0:59.875    21555     N    0    0    0
