      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.058       21     +    0    0    0	(N
    0:00.861      310     N    0    0    0
    0:02.017      726     N    0    0    0
    0:03.175     1143     N    0    0    0
    0:04.314     1553     N    0    0    0
    0:05.458     1965     N    0    0    0
    0:06.550     2358     N    0    0    0
    0:07.617     2742     N    0    0    0
    0:08.794     3166     N    0    0    0
    0:09.911     3568     N    0    0    0
    0:11.003     3961     N    0    0    0
    0:12.089     4352     N    0    0    0
    0:13.133     4728     N    0    0    0
    0:14.278     5140     N    0    0    0
    0:15.408     5547     N    0    0    0
    0:16.494     5938     N    0    0    0
    0:17.575     6327     N    0    0    0
    0:18.639     6710     N    0    0    0
    0:19.697     7091     N    0    0    0
    0:20.850     7506     N    0    0    0
    0:21.958     7905     N    0    0    0
    0:23.044     8296     N    0    0    0
    0:24.103     8677     N    0    0    0
    0:25.169     9061     N    0    0    0
    0:26.317     9474     N    0    0    0
    0:27.492     9897     N    0    0    0
    0:28.600    10296     N    0    0    0
    0:29.714    10697     N    0    0    0
    0:30.858    11109     N    0    0    0
    0:31.986    11515     N    0    0    0
    0:33.183    11946     N    0    0    0
    0:34.339    12362     N    0    0    0
    0:35.431    12755     N    0    0    0
    0:36.544    13156     N    0    0    0
    0:37.636    13549     N    0    0    0
    0:38.767    13956     N    0    0    0
    0:39.939    14378     N    0    0    0
    0:41.019    14767     N    0    0    0
    0:42.100    15156     N    0    0    0
    0:43.164    15539     N    0    0    0
    0:44.325    15957     N    0    0    0
    0:45.450    16362     N    0    0    0
    0:46.575    16767     N    0    0    0
    0:47.639    17150     N    0    0    0
    0:48.700    17532     N    0    0    0
    0:49.803    17929     N    0    0    0
    0:50.900    18324     N    0    0    0
    0:52.011    18724     N    0    0    0
    0:53.097    19115     N    0    0    0
    0:54.106    19478     N    0    0    0
    0:55.119    19843     N    0    0    0
    0:56.233    20244     N    0    0    0
    0:57.311    20632     N    0    0    0
    0:58.400    21024     N    0    0    0
    0:59.442    21399     N    0    0    0
