      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.100       36     +    0    0    0	(N
    0:00.453      163     N    0    0    0
    0:01.425      513     N    0    0    0
    0:02.428      874     N    0    0    0
    0:03.381     1217     N    0    0    0
    0:04.358     1569     N    0    0    0
    0:05.344     1924     N    0    0    0
    0:06.342     2283     N    0    0    0
    0:07.339     2642     N    0    0    0
    0:08.367     3012     N    0    0    0
    0:09.389     3380     N    0    0    0
    0:10.389     3740     N    0    0    0
    0:11.422     4112     N    0    0    0
    0:12.397     4463     N    0    0    0
    0:13.389     4820     N    0    0    0
    0:14.411     5188     N    0    0    0
    0:15.400     5544     N    0    0    0
    0:16.392     5901     N    0    0    0
    0:17.403     6265     N    0    0    0
    0:18.403     6625     N    0    0    0
    0:19.403     6985     N    0    0    0
    0:20.397     7343     N    0    0    0
    0:21.383     7698     N    0    0    0
    0:22.356     8048     N    0    0    0
    0:23.328     8398     N    0    0    0
    0:24.300     8748     N    0    0    0
    0:25.281     9101     N    0    0    0
    0:26.253     9451     N    0    0    0
    0:27.217     9798     N    0    0    0
    0:28.222    10160     N    0    0    0
    0:29.197    10511     N    0    0    0
    0:30.161    10858     N    0    0    0
    0:31.172    11222     N    0    0    0
    0:32.158    11577     N    0    0    0
    0:33.147    11933     N    0    0    0
    0:34.153    12295     N    0    0    0
    0:35.153    12655     N    0    0    0
    0:36.172    13022     N    0    0    0
    0:37.211    13396     N    0    0    0
    0:38.236    13765     N    0    0    0
    0:39.281    14141     N    0    0    0
    0:40.319    14515     N    0    0    0
    0:41.358    14889     N    0    0    0
    0:42.408    15267     N    0    0    0
    0:43.436    15637     N    0    0    0
    0:44.464    16007     N    0    0    0
    0:45.514    16385     N    0    0    0
    0:46.517    16746     N    0    0    0
    0:47.536    17113     N    0    0    0
    0:48.556    17480     N    0    0    0
    0:49.553    17839     N    0    0    0
    0:50.525    18189     N    0    0    0
    0:51.497    18539     N    0    0    0
    0:52.461    18886     N    0    0    0
    0:53.458    19245     N    0    0    0
    0:54.442    19599     N    0    0    0
    0:55.422    19952     N    0    0    0
    0:56.444    20320     N    0    0    0
    0:57.450    20682     N    0    0    0
    0:58.469    21049     N    0    0    0
    0:59.500    21420     N    0    0    0
