      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.078       28     +    0    0    0	(AFIB
    0:00.611      220     N    0    0    0
    0:01.228      442     N    0    0    0
    0:01.675      603     V    1    0    0
    0:02.567      924     N    0    0    0
    0:03.447     1241     N    0    0    0
    0:03.972     1430     V    1    0    0
    0:05.011     1804     N    0    0    0
    0:05.733     2064     N    0    0    0
    0:06.544     2356     N    0    0    0
    0:07.000     2520     V    1    0    0
    0:07.847     2825     N    0    0    0
    0:08.511     3064     N    0    0    0
    0:09.792     3525     N    0    0    0
    0:10.550     3798     N    0    0    0
    0:11.467     4128     N    0    0    0
    0:12.469     4489     N    0    0    0
    0:13.439     4838     N    0    0    0
    0:14.144     5092     N    0    0    0
    0:14.875     5355     N    0    0    0
    0:15.381     5537     V    1    0    0
    0:16.244     5848     N    0    0    0
    0:16.942     6099     N    0    0    0
    0:17.642     6351     N    0    0    0
    0:18.089     6512     V    1    0    0
    0:19.108     6879     N    0    0    0
    0:20.042     7215     N    0    0    0
    0:20.867     7512     N    0    0    0
    0:21.358     7689     V    1    0    0
    0:22.419     8071     N    0    0    0
    0:23.058     8301     N    0    0    0
    0:23.739     8546     N    0    0    0
    0:24.489     8816     N    0    0    0
    0:25.683     9246     N    0    0    0
    0:26.428     9514     N    0    0    0
    0:27.181     9785     N    0    0    0
    0:28.064    10103     N    0    0    0
    0:28.817    10374     N    0    0    0
    0:29.558    10641     N    0    0    0
    0:30.044    10816     V    1    0    0
    0:30.903    11125     N    0    0    0
    0:31.619    11383     N    0    0    0
    0:32.442    11679     N    0    0    0
    0:32.922    11852     V    1    0    0
    0:33.742    12147     N    0    0    0
    0:34.417    12390     N    0    0    0
    0:35.394    12742     N    0    0    0
    0:36.183    13026     N    0    0    0
    0:36.681    13205     V    1    0    0
    0:37.489    13496     N    0    0    0
    0:38.158    13737     N    0    0    0
    0:38.883    13998     N    0    0    0
    0:39.567    14244     N    0    0    0
    0:40.394    14542     N    0    0    0
    0:41.117    14802     N    0    0    0
    0:41.575    14967     V    1    0    0
    0:42.594    15334     N    0    0    0
    0:43.239    15566     N    0    0    0
    0:43.983    15834     N    0    0    0
    0:44.681    16085     N    0    0    0
    0:45.939    16538     N    0    0    0
    0:47.017    16926     N    0    0    0
    0:47.769    17197     N    0    0    0
    0:48.411    17428     N    0    0    0
    0:49.117    17682     N    0    0    0
    0:49.750    17910     N    0    0    0
    0:50.569    18205     N    0    0    0
    0:51.289    18464     N    0    0    0
    0:52.106    18758     N    0    0    0
    0:52.975    19071     N    0    0    0
    0:53.517    19266     V    1    0    0
    0:54.550    19638     N    0    0    0
    0:55.189    19868     N    0    0    0
    0:55.964    20147     N    0    0    0
    0:56.372    20294     V    1    0    0
    0:57.367    20652     N    0    0    0
    0:58.086    20911     N    0    0    0
    0:59.006    21242     N    0    0    0
    0:59.692    21489     N    0    0    0
