      Time   Sample #  Type  Sub Chan  Num	Aux
    0:00.019        7     +    0    0    0	(N
    0:00.231       83     N    0    0    0
    0:01.100      396     N    0    0    0
    0:01.975      711     N    0    0    0
    0:02.867     1032     N    0    0    0
    0:03.800     1368     N    0    0    0
    0:04.756     1712     N    0    0    0
    0:05.656     2036     N    0    0    0
    0:06.525     2349     N    0    0    0
    0:07.394     2662     N    0    0    0
    0:08.256     2972     N    0    0    0
    0:09.169     3301     N    0    0    0
    0:10.086     3631     N    0    0    0
    0:11.000     3960     N    0    0    0
    0:11.897     4283     N    0    0    0
    0:12.803     4609     N    0    0    0
    0:13.689     4928     N    0    0    0
    0:14.558     5241     N    0    0    0
    0:15.469     5569     N    0    0    0
    0:16.383     5898     N    0    0    0
    0:17.286     6223     N    0    0    0
    0:18.133     6528     N    0    0    0
    0:18.972     6830     N    0    0    0
    0:19.842     7143     N    0    0    0
    0:20.731     7463     N    0    0    0
    0:21.628     7786     N    0    0    0
    0:22.514     8105     N    0    0    0
    0:23.372     8414     N    0    0    0
    0:24.225     8721     N    0    0    0
    0:25.072     9026     N    0    0    0
    0:25.892     9321     N    0    0    0
    0:26.744     9628     N    0    0    0
    0:27.647     9953     N    0    0    0
    0:28.558    10281     N    0    0    0
    0:29.417    10590     N    0    0    0
    0:30.256    10892     N    0    0    0
    0:31.069    11185     N    0    0    0
    0:31.861    11470     N    0    0    0
    0:32.667    11760     N    0    0    0
    0:33.472    12050     N    0    0    0
    0:34.272    12338     N    0    0    0
    0:35.058    12621     N    0    0    0
    0:35.864    12911     N    0    0    0
    0:36.619    13183     N    0    0    0
    0:37.381    13457     N    0    0    0
    0:38.167    13740     N    0    0    0
    0:38.972    14030     N    0    0    0
    0:39.814    14333     N    0    0    0
    0:40.667    14640     N    0    0    0
    0:41.453    14923     N    0    0    0
    0:42.208    15195     N    0    0    0
    0:42.983    15474     N    0    0    0
    0:43.778    15760     N    0    0    0
    0:44.586    16051     N    0    0    0
    0:45.419    16351     N    0    0    0
    0:46.264    16655     N    0    0    0
    0:47.100    16956     N    0    0    0
    0:47.917    17250     N    0    0    0
    0:48.700    17532     N    0    0    0
    0:49.483    17814     N    0    0    0
    0:50.275    18099     N    0    0    0
    0:51.100    18396     N    0    0    0
    0:51.908    18687     N    0    0    0
    0:52.714    18977     N    0    0    0
    0:53.519    19267     N    0    0    0
    0:54.328    19558     N    0    0    0
    0:55.167    19860     N    0    0    0
    0:56.036    20173     N    0    0    0
    0:56.925    20493     N    0    0    0
    0:57.839    20822     N    0    0    0
    0:58.794    21166     N    0    0    0
    0:59.717    21498     N    0    0    0
